000bfa1d2f1a41876493be685390d6d3;bb15f9ba2ec6e36ab6c9e88d17430d64;4.5
000de6019bb59f34c099a907c151d855;9e572ff4654f7064419d97a891a8b0fc;2.0
000de6019bb59f34c099a907c151d855;af0a917aec9cea3b353ece61a8825326;2.0
000e309254ab1fc5ba99dd469d36bdb4;b73091f98b819cf7a339f74ece86aa4b;3.0
001928b561575b2821c92254a2327d06;653db51f38df09a30a8f25e7933050fc;2.0
001928b561575b2821c92254a2327d06;6f58f28210b611d0907de2b23c2e78a9;2.0
0025795df7a7d077c4c90162fa820085;5c2bb11cf2149bd4d9fffcc1246458c3;1.0
0025795df7a7d077c4c90162fa820085;68bf40b3abd5ffc25981c25df9ed9087;1.0
005754cb59f8ee5cdbb5cda9d138757e;05f0fe07929d35be0748fac56eecbeb2;5.0
005754cb59f8ee5cdbb5cda9d138757e;2dd91cf063cf57cb0eebef072746daab;5.0
0063817060d662048ed08bccecaf45d5;57fcacc3434a1f2f2b039c1b4e61f5e1;5.0
0063817060d662048ed08bccecaf45d5;cf0d29a0ea1464f4c3e5594d0746c51b;5.0
00986cafefb6e670cceca01694bda599;c706d50b57c9e83293c2586d01f32445;4.0
00cc12a6d8b578b8ebd21ea4e2ae8b27;48ee9be392f28ae3a64518a070f4d06a;4.0
00ec23a308504080697e5204d3dbcb2c;389d119b48cf3043d311335e499d9c6b;5.0
00ec23a308504080697e5204d3dbcb2c;53759a2ecddad2bb87a079a1f1519f73;5.0
00ec6ce865af3a65e9cca32b180e5d20;5ee76866fa61481c966c02a129dfac08;3.0
00ec6ce865af3a65e9cca32b180e5d20;6e080931a13058facb0fc1fd930a98fe;3.0
00face5c8f7dbb7eefd4112722f26903;380db7678ce8fd2e3c80de130bc32fbd;5.0
0117fb2675e2936a2e96dee22e8c992b;55b71bf300a2765a382eaec566df531f;1.0
012452d40dafae4df401bced74cdb490;78540c45d4f971380710a35fa4ecc41b;4.0
012452d40dafae4df401bced74cdb490;bb50f2e236e5eea0100680137654686c;5.0
012a218df8995d3ec3bb221828360c86;e64fc38d9e0040126742405519bdea19;4.0
